"","FXE","EWJ","GLD","QQQ","SPY","SHV","DBA","USO","XBI","ILF","EPP","FEZ","Mkt.RF","SMB","HML","RF"
"2007-03-30",0.471361198634604,-1.71773395866345,0.34545302831826,-0.231447787434213,0.0531625451974883,0,-8.69298301371321,-1.26893129294197,2.47882378589987,-0.2399126845706,1.50956570265608,0.181360373499035,-0.07,0.31,-0.1,0.019
"2007-04-02",0.448983645220981,-1.38369435689818,0.421661101967175,0.347477625830753,0.283991797472709,0.0116681837753842,-1.20050569858622,0.991953626765335,1.04452214816245,3.65922080576669,1.27544704222418,1.31328927646585,0.22,0.09,-0.21,0.022
"2007-04-03",-0.734453943577211,2.08695947532892,-0.0765222802284906,3.29522594505588,2.71219135271974,0.0462692365871862,-1.90984417719537,-5.17551456093477,2.49667586035013,4.15017862385734,4.64703114394754,2.74797589078053,0.93,0.06,-0.08,0.022
"2007-04-04",0.509892247586928,1.89735245257237,3.75146566150795,1.02708563714218,0.280596874230407,0.138543568004634,3.03861668864323,-0.624462591429763,1.33906927375533,1.19190542884692,1.61251717922627,1.42590792545895,0.09,-0.19,-0.26,0.022
"2007-04-05",1.33831361398257,-0.684859712896109,0.188605843095534,1.25022191293049,0.68329909246519,-0.0229774277035398,2.50197061005121,-1.54100667132834,3.8934598457713,1.09094264746194,1.45663475100717,2.30416585614292,0.31,0.03,-0.16,0.022
"2007-04-09",-1.44368168937786,-0.343319350531219,-1.24380051983544,-0.621954012999902,0.349271784680935,0.0229795229826192,0.297288678684864,-8.04306828629085,0.706284054016321,2.57975118772343,0.633680662570833,-0.92204616836306,0.05,-0.24,0.02,0.022
"2007-04-10",1.5462155275048,0.859518486198364,2.38631087308447,1.30393490285221,0.296589308265739,0.0694329320600537,0.890815126324962,1.30130163757602,-0.804998308116196,0.537643308036123,3.64778297629362,2.5561620769182,0.22,0.07,0.03,0.022
"2007-04-11",0.112380271157038,-1.02790637557666,-0.300186164372502,-2.6508825958407,-1.02810541508827,0.0693168490098806,0.197272065822984,-0.746895426460957,-1.41327752767215,-1.50215342898567,-2.26067772915758,-1.2653212248657,-0.64,-0.11,0.13,0.022
"2007-04-12",0.955460167321147,-0.344005976495537,-0.338118773460954,1.99492865185286,1.11986803532865,0.0691746589498552,-0.788429201457772,5.94293705311275,5.68475290936078,1.2143203065428,2.78398840761293,1.8855210204174,0.61,0.24,-0.15,0.022
"2007-04-13",1.06378688040899,-2.06704900917175,3.19748473495998,0.509149418779285,1.1497023939656,0.0462967194263198,3.26244626035688,-0.634273979643544,1.88604472375224,2.84654557345186,-0.195459245714284,2.35030722043834,0.34,0.23,-0.05,0.022
"2007-04-16",0.1114947838514,3.64725401132315,2.08021108963509,2.31405631973491,2.39292990087009,0.0460499268861591,-2.04957743080329,-1.56521615328789,2.26634735021135,3.18654564125228,3.12920641334967,3.40658782778712,1.06,0.28,0.05,0.022
"2007-04-17",0.390183661648637,-1.54080916507462,-1.47369153585698,0.55912895108001,0.670078350220978,0.0231699871059927,-3.34556984963745,-4.47890556915668,-0.634721036938297,-0.0787556147312786,0.298421598893758,0.170160128915154,0.09,-0.43,-0.07,0.022
"2007-04-18",0.500792476807801,0.3444762220477,1.4082241764706,-0.837033987707502,0.308341355128417,0.161358233533499,-1.4958232448723,-0.75164798851276,0,-1.5475864992608,-0.648931105285867,-0.382692353615415,0,-0.74,0.56,0.022
"2007-04-19",0.370104749696859,-1.20410568733485,-3.13248764839811,0.783768015577366,-0.0683819241880354,0.0230536176752161,3.1098507896917,-4.62384384503196,-0.342708291803194,0.290216721649367,-3.34130538260864,-0.681440299883387,-0.23,-0.37,-0.08,0.022
"2007-04-20",-0.277257513134285,1.03713215259302,4.36605213040205,1.39538085809832,2.37903987188776,-0.023051508863025,0.693663069409547,4.24948172873114,2.59799820842172,3.38767877207253,3.56441110301401,4.22719576445982,0.89,0.23,-0.04,0.022
"2007-04-23",-0.351570088135216,-2.75417844807939,-1.61395552899368,0.388612608831874,-0.949508278375197,0.0922929555545645,-4.9411575558821,5.89091924911469,5.57944394100353,-1.75591766672174,-2.19666867110084,-2.3516853723,-0.24,0.08,-0.34,0.022
"2007-04-24",1.20437734146479,-0.348083448249999,-1.95663264117691,1.27470979949528,0.102254007269308,0.0230268711380068,-0.503981989566261,-4.08357023419636,-0.474618770999023,-0.942912600057583,-3.10235151820839,0.423970506568719,-0.1,-0.06,-0.24,0.022
"2007-04-25",0.165929675803875,1.39419871135245,0.595289978061889,3.36367524184397,2.31373389168649,0.0691266009487699,6.06009614454368,4.65092473520198,1.28400121803186,2.89223230047027,4.12828890453002,3.1314211191957,0.91,-0.38,0.19,0.022
"2007-04-26",-0.773933519443445,-1.21317109749811,-3.78610982156594,1.30589632571162,0.286586885079818,-0.0691076438990781,-1.08494927039744,-1.86594473824018,2.69704210244669,-1.53368708167026,-1.41282060998816,-1.33743324816406,-0.02,0.3,-0.28,0.022
"2007-04-27",1.14609714450425,-1.39319621108416,2.60025021981828,0.10827857970711,-0.202072598279374,0.0922115123607802,-3.26884810662802,4.4523043604617,-1.54485035298659,-0.52314545497316,-0.905778469905082,-0.0421545033675469,-0.13,-0.3,-0.41,0.022
"2007-04-30",-0.0551431632247409,-1.92636540725972,-1.75311586006853,-3.30069562038536,-2.08976914175494,0.0461869167130357,-2.60930458257105,-2.91665936796719,-4.47489376346926,-4.86177665957036,-3.20815299620699,0.210228658103222,-0.93,-0.88,-0.03,0.022
"2007-05-01",-0.758421649142942,0,-1.5024369356051,-0.219430834406968,0.645774848735543,0.0715244623303386,4.15773113401075,-4.32787363323976,1.96613738316673,0.24053316493379,0.920849088850795,-0.167927010412188,0.22,-0.06,-0.03,0.018
"2007-05-02",-0.259284271870496,1.41171067333326,-0.113352763132344,2.74393326690465,1.47464963260454,0.1154982908012,-1.39666280092023,-3.85306043669253,4.8058888705533,4.71238785299803,3.23761004372952,1.34456924663593,0.79,0.62,0.04,0.018
"2007-05-03",-0.741124718136244,0.351036894933186,3.13769090082863,0.92287086543631,1.36508893805913,0.0230734062779146,3.21015928657213,-1.5753245876807,-0.7936885236756,4.52110225243775,1.82914835678419,0,0.37,-0.34,0.15,0.018
"2007-05-04",0.854814882582173,0.876254443258614,2.61373556419429,0.216327992208781,0.955347904866281,0.0462209282444155,1.68397371201455,-5.01136120665992,0.0468133528812971,2.7677804350335,1.35763887470152,2.08999720686086,0.25,0.17,0.02,0.018
"2007-05-07",0.0185608224874117,1.22239649808413,0.221725994376687,0,0.0499758914433228,-0.0462124521236473,-2.85357121284097,-1.25216284553048,-0.281005127161901,-0.993194512511871,0.718949323573514,0.0413743183343026,0.18,-0.37,0.28,0.018
"2007-05-08",-1.03716014489375,-0.521371810796382,-1.36616492307691,0.540396181165012,-0.333936335604527,0.0923609045805881,-4.87677847315984,3.04118792797269,-0.421904331759379,-1.81538237151974,-1.53881805083094,-1.94796135489758,-0.13,-0.03,-0.12,0.018
"2007-05-09",0.0557881092780192,3.13473300272238,-1.59634656436419,0.539338233275062,0.685477844972176,0.138455358135895,0.710435726819053,-3.26398548601955,0.14083607849299,7.21104282568327,3.07895876182805,0.960542112415314,0.35,0.08,-0.04,0.018
"2007-05-10",-1.00386310107294,-3.78422434263896,-5.41733521500378,-3.44401849501043,-2.63393657928057,0.0230293049863619,-1.82170974956122,0.734863334600143,-5.49161080712498,-6.04653904932075,-3.44156856584345,-5.99190232633044,-1.42,-0.51,0.26,0.018
"2007-05-11",0.914600807489137,1.92091433508897,1.71817036363635,3.21892051885946,2.15634328240871,0.0230872012556573,6.21845659115132,2.19812161376568,4.65436545648158,4.3739114999564,4.54656179111152,5.45594453650294,0.95,0.2,0.03,0.018
"2007-05-14",0.148827056232136,-0.693233542365572,-0.644687704049078,-1.7238162119318,-0.551226178467833,0.0230850862951707,-0.696391036319429,-0.0518754480743132,-1.31914278621124,-3.00063754778456,-1.35011131563753,-1.25171450142591,-0.28,-0.58,-0.02,0.018
"2007-05-15",0.799210962216826,-2.08549829434933,0.988541113285171,-1.95271538212524,0.0669350158573391,0.0921336602389499,0.798105126181391,2.23146746152661,-1.04194054662065,1.27595525542031,-0.800650615755803,1.80303886504113,-0.27,-0.75,0.16,0.018
"2007-05-16",-1.03768037699427,0.525705863741606,-3.55997523955554,2.45989375994957,1.7239033975449,0.138368993916332,-0.397803271728287,-2.36621189334366,1.52173590722489,8.55653523868682,-0.0697840232302368,0.291537200943488,0.82,-0.2,0.04,0.018
"2007-05-17",-0.632478236765998,-2.09854589668118,-2.07439030714607,-1.19095323316311,-0.498765655623355,0.0230436315283129,-1.69327092886927,8.46404891984465,-1.51260185738474,-0.294654095902489,1.04775637332452,-1.24760417907099,-0.1,-0.35,-0.02,0.018
"2007-05-18",0.522212256855977,-0.705339013183326,1.78173611379457,2.06682000472536,2.19857876717574,0.0230597639038639,-2.50699125762417,-0.301442315344497,1.85478337512632,3.60174785014127,0.591428458820731,4.3880738671319,0.66,0.42,-0.5,0.018
"2007-05-21",-0.818984868395838,0,0.576926949493004,1.61872028374062,-0.132155440172626,0,4.65919577777361,3.62156328208275,1.60493608555446,2.20573363365361,-0.763442062099978,-2.13588640642638,0.31,0.89,-0.19,0.018
"2007-05-22",-0.467065343377632,2.47578719311075,-1.80356716319685,0.214352383218059,-0.198179291156264,0,-3.48069685325708,-4.46281799716066,2.62693189381056,-1.87429115173565,-1.56630507816751,0.289972435146679,0.08,0.7,0.02,0.018
"2007-05-23",0.449151240310697,0.350199157818655,1.3141259500365,-1.17832712729894,0.0331388033044513,0.138189600725105,1.10927267853139,1.2620192781708,-0.835628405143855,-1.34349431986193,0.893081145960872,1.28272990865665,-0.18,-0.2,-0.15,0.018
"2007-05-24",-0.709674368818733,-1.22412119255258,-3.0375381288139,-3.60536086411373,-2.28135120300124,0.0459910831223002,4.51792669535522,-6.22841291963871,-3.40032017231263,-8.06820253076396,-6.29956442882874,-2.96423301219545,-1.07,-0.38,-0.07,0.018
"2007-05-25",0.374539850406934,-1.05440597606964,0.73946724324327,1.58314194535974,1.05097721957218,0.0460816233823352,4.4383755580659,2.93562101504384,0.944272175324517,6.39904198220087,2.27304154614868,2.33297484843275,0.55,0.23,-0.06,0.018
"2007-05-29",0.0374686434925843,2.64710479363008,0.504457884063455,1.95317902320762,0.913831275209928,0.0229767300083533,-4.0708065921842,-5.59999236363635,1.78773240724924,0.294204357047915,0.762687306770252,0.0825015667854487,0.24,0.6,-0.03,0.018
"2007-05-30",-0.149759047156133,0.523817584840613,-1.35545947441216,2.04555770524488,2.05244742075147,0.114995506299996,6.40346284161432,-0.989268533390432,-0.093498914383887,5.63317995697482,1.43246027694032,0.949092788914397,0.77,-0.21,-0.08,0.018
"2007-05-31",0.318279069864169,2.43989899789446,3.19283060579684,1.17489871999904,-0.262731881328753,0.0231228524180645,1.15286573782476,3.92034854657343,-0.841095424169134,0.203716196803958,1.03747715628254,1.60330016052003,0.13,0.37,-0.31,0.018
"2007-06-01",-0.371002247039542,1.38076347719083,3.46048594048695,0.159483744276343,1.24915971620159,0.0392360468589036,0.382535135204131,2.57352945775813,1.87532580578933,7.98303872982079,2.71437979929649,1.83820518028846,0.44,0.29,0.09,0.019
"2007-06-04",1.16335147667141,0.858287460667609,0.379285780274347,0.743645379406449,0.0326132772775395,0.115330766215001,-1.52783144501582,4.53457028847044,0.186219208889305,-0.684461077913741,2.5988652133434,0.486733486078671,0.18,0.07,-0.01,0.019
"2007-06-05",0.634930882590637,-0.342094174951745,-0.643815680135047,0,-0.997466942041905,-0.0229479720250976,0.76859074989818,-1.6516285695619,-0.837089089096316,-1.54715439695162,-0.977506093203963,-1.61909922933647,-0.55,-0.13,-0.21,0.019
"2007-06-06",-0.372447225462061,-1.02790637557666,0.151879637552539,-2.70118633988533,-2.70892353768572,0.0459807233858074,-1.91561393553552,1.46101998739483,-3.4061472766746,-7.13985849321975,-3.15047852873704,-4.56247499540467,-0.92,0.11,0.03,0.019
"2007-06-07",-1.43677249266727,-1.03207261955145,-4.36380795881295,-3.90815869364244,-4.54746725614952,0.115426044480822,4.34314128148589,1.70304172447463,-6.99990638730875,-7.99840389455233,-3.39948055879242,-5.97446472136813,-1.75,-0.04,0.12,0.019
"2007-06-08",-1.08843224668089,1.20903544774421,-4.01593999338218,3.09961297589145,3.27883927380079,0.0460915968808272,-1.23343199522254,-7.91076050609793,1.94596809396668,6.58121485885283,4.24119660135726,3.82459108343757,1.07,-0.02,-0.06,0.019
"2007-06-11",-0.113033983226576,-0.343705740346335,1.88350965612722,-0.483483656240676,0.433802020172084,0.0231104269478293,4.09989391053199,4.00651609235714,0.627546873291869,3.38254350472426,0,-0.125503295641008,0.08,-0.32,0.16,0.019
"2007-06-12",-0.94282214722068,-3.27052602285842,-2.33693593525204,-1.50698640756162,-2.74811847036605,0.0229680369773036,1.03199493746489,-1.41572401330328,-3.99696471301146,-4.92893113744295,-4.29271552190868,-4.69067178265849,-1.06,-0.19,-0.09,0.019
"2007-06-13",0.397433055072394,0.697573284609769,1.69048760344737,2.76152349725215,3.7719503095422,-0.0460721455537028,2.89657143783333,2.69490882353716,3.66993369203091,5.78384616432851,4.01355775518215,4.18221944248464,1.37,-0.2,-0.17,0.019
"2007-06-14",-0.132080456956186,0.347738108904884,0.273357326411843,1.66031700556528,1.60933179003351,0.184444379819011,2.03225213639162,5.08124555529733,1.92922383865972,4.99800759608957,0.992000708600613,3.48422224178213,0.5,0.13,-0.13,0.019
"2007-06-15",1.3232417286567,2.25788149599877,0.975232228335363,2.3271244815788,1.43383530952821,0.0690209783856179,3.39056834721814,2.12054924032923,4.25660779220969,5.85987489281647,2.04548234225879,3.8408931569392,0.69,0.5,0,0.019
"2007-06-18",0.50784875325326,-0.516429665883551,0.388585177751265,0.0526963585306213,-0.296245974961936,0.0232065816285531,2.5317234736726,2.98311975992433,-4.10568000339191,0.845929107279507,1.06612276115069,0.332900862561821,-0.13,-0.01,-0.02,0.019
"2007-06-19",0.319048935002341,-0.172482099705793,2.05637441368935,-0.0526853413653915,0.626286882697687,0.0689178755773098,-9.22059997674435,-0.0966652485695483,-0.863512546656647,-1.02533743109603,2.53425187957303,0.831261572438309,0.14,0.01,0.11,0.019
"2007-06-20",-0.243612452480082,-1.7260572415169,-2.96336284529492,-2.3744391032945,-3.50209054894339,0.0690961985132433,1.02214067081117,-2.75594605910283,-4.52496821495448,-5.19326784338185,-1.44102306003447,-3.43855090731087,-1.29,0.07,-0.16,0.019
"2007-06-21",-0.300230047999174,1.21660605775689,-0.584148548665575,2.29045351193419,1.40059103378471,0.0232306450812367,-0.55527364428051,0.244419227610362,-0.0490163366380603,2.73297876865899,2.60870950825009,1.59603607786853,0.56,-0.18,-0.03,0.019
"2007-06-22",1.46532729961304,-2.42141150899311,0.85873998942817,-2.37534397289964,-2.37115282795475,0.0688919506938812,-4.45195962300654,1.4162833841943,-3.92220856245894,-2.65749617577494,-3.29073957298942,-2.62934299388726,-1.25,0.59,-0.01,0.019
"2007-06-25",0.0747328616331729,-1.39714116933104,-1.36152746776052,-1.06578658830855,-1.20509458300804,0.0229265958516094,-3.68232263467885,0.339948683994376,-2.88852013075931,-4.20387685772351,0.170995869916779,-0.548227439395867,-0.39,-0.39,-0.1,0.019
"2007-06-26",-0.168097111535184,0.351214454116551,-3.16809331056964,-1.44491804461841,-2.59021132211254,0.0230619069154395,3.54527146256312,-4.07390428338466,-1.05802662282464,-4.0376981977006,-1.89662412756059,-1.22577946021699,-0.35,0.17,-0.24,0.019
"2007-06-27",-0.112018277794872,0.526110769668928,0.198046969475745,3.87531883142032,3.58568482647333,0.0690601507034661,-4.06300957917242,3.74649004723789,7.53837145503064,3.31893752394353,-1.32576013921786,1.61395301213312,0.92,0.48,-0.36,0.019
"2007-06-28",-0.0187419724357186,-0.525014674928,2.33518160311549,-0.106055645351174,-0.0334058335022776,0.068901292143985,0.672291260319855,2.86584480100087,0.88420114972193,1.40566954993599,2.18087455150687,0.886347950507329,0.03,0.17,0.06,0.019
"2007-06-29",1.70109452640714,2.45505163663555,0.0391960772114649,0.424316578772988,0.0837303564952662,0.0689627712325824,0.861994767191495,2.54544848138343,-2.98602262438219,0.888430542397798,-0.0686829084458224,1.09342809045059,-0.19,-0.32,-0.06,0.019
"2007-07-02",1.80799875754188,4.51559181696574,2.9407189796508,2.27638362408279,2.27812334099611,0.00942510486369815,-0.859056267163645,2.51999405660376,4.01254661446703,4.98148139617635,4.59985770538498,3.8524544737599,1.06,-0.08,0.11,0.019
"2007-07-03",-0.110947470358409,-0.511862635365651,-1.08520072678565,1.46917124800135,0.913294707736306,-0.046354552859675,-3.25657824296468,0.0470864105895377,1.21909827609851,1.49317459093875,-0.707934112466587,1.19608122724564,0.36,-0.04,-0.12,0.019
"2007-07-05",-0.221785787203978,-0.683827299702187,-1.24559781419824,1.82571689910686,-0.264769875452728,0.115495828475411,3.88142794091276,2.87112728778044,0.436821054166449,2.86536652460019,1.55516778305071,-1.19043102012065,0.07,0.2,-0.57,0.019
"2007-07-06",0.499733039794271,-1.20003163829326,2.11239143472183,1.0356380018986,1.32473663522973,0,3.24911776216838,2.46647610896187,0.387471309322569,2.18457076157819,2.62076877741578,2.06216183076442,0.4,-0.07,-0.06,0.019
"2007-07-09",-0.203275616682828,0,1.62930261128855,0.154724000465121,0.19765946300881,0.0692175919554385,-0.660401261555359,-1.52085663167129,1.45095401051621,0.676745748818827,2.56050779976517,0.122765390104721,0.1,0.06,-0.09,0.019
"2007-07-10",2.14483218245992,0.51672254779523,0.886525094211896,-2.1133284489359,-3.58817405790616,0.0922673684727921,4.91890164868358,1.71556017614244,-1.44264760050938,-4.40994324513125,-3.45653153701677,-3.80271515988526,-1.43,-0.16,-0.38,0.019
"2007-07-11",0.421750287458115,-0.859431041782865,-0.652945394711966,1.71535198960955,1.78668725080194,0,0.185578108898338,-0.276322115398371,1.54770354362972,4.40843352725781,0.917888698389361,2.40794027758369,0.55,-0.3,-0.08,0.019
"2007-07-12",0.622255620776108,1.72483196501533,2.2334770099793,3.87224499942113,3.97912732096566,0.0461543186443099,2.5032985545758,0.368833535420864,1.97106962599872,7.50604705621174,4.60598216960179,6.08619771034463,1.78,-0.18,-0.26,0.019
"2007-07-13",0.109603709856039,1.19915057441057,0.0381778872240787,1.72879963752118,0.750839361580845,0.0460087513343672,1.10163705551875,3.68286088811383,2.05101982326505,0.655799316350457,0.0980165892881171,-0.883409446828525,0.28,-0.3,0.05,0.019
"2007-07-16",-0.145996425917172,-0.511435082719666,-0.801450080288546,-0.252400913004718,-0.0324941563295983,0.0231295071501742,-8.50052406143358,0.998188136956908,-3.59587460675939,-2.65958533376619,-1.43646773063777,-0.0403111985761326,-0.31,-0.43,-0.33,0.019
"2007-07-17",0,-1.36683036022989,-0.268003646308087,1.92080506835345,-0.13028117772739,0.0460763088407697,-5.1080921037539,-0.542319743207847,-0.384049634550508,-0.286465410425464,0.295546806193088,-1.08802557973752,0.02,0.15,-0.2,0.019
"2007-07-18",0.365260456418962,-1.2024203249245,3.33446016730037,-0.300916454661774,-0.455946330465625,0.0691884563054966,4.53788939402508,4.25738017003706,0.384635822038162,0.55139853013549,-0.91820745453788,-1.45720284900647,-0.25,-0.2,-0.25,0.019
"2007-07-19",-0.0364972328419757,1.20818519171335,1.47522881378436,0.753379444226757,0.978744381573631,0.0460940187861871,-1.13809317965321,2.22693523903316,2.63998653047558,2.22294090006322,2.86356390018862,1.46567820797627,0.44,0.33,-0.46,0.019
"2007-07-20",0.601767138119005,-1.03064365212811,2.14356059861031,-1.35212426729302,-2.55130037654734,0.0921298227382552,-0.66696359041706,-0.353196773611707,-4.89262103364532,-3.56700627338955,-0.358003791349168,-4.12856596735874,-1.25,-0.27,-0.21,0.019
"2007-07-23",-0.418434315215836,1.55236631724583,-0.41018424355772,0.100604989748457,0.771608256761156,0,-6.49579350504245,-2.74104765789474,-0.387608407993035,5.75372648314407,2.29773065478891,1.60483084112605,0.36,-0.41,-0.49,0.019
"2007-07-24",0.364518958346896,-0.857195822456261,0,-3.72420885489964,-4.37001709036306,0.0229671951246164,2.25525759794119,-5.45300299512899,-2.1348938709124,-9.98480752028088,-2.97131190221436,-5.15207471599262,-2.04,-0.53,-0.3,0.019
"2007-07-25",-1.80159590026004,0.172011191757504,-2.1289424317631,0.357460476031938,0.516561854289868,0.0693035058660809,0.971833140184681,10.4162379677671,3.91451637809617,-1.65586662063285,1.24185960184434,-1.2939605136476,0.3,-0.42,0.06,0.019
"2007-07-26",0.458135264073018,-4.46926767969605,-4.70852003860927,-2.14249807709732,-5.96733765730058,0.137879287378366,0.87130820348499,-5.3523562997822,-2.16821561176244,-13.0393339196969,-12.4723600154698,-8.26580474585863,-2.36,-0.08,-0.23,0.019
"2007-07-27",-1.82948198111921,-2.44997575043493,-0.921241342841086,-5.09348747043476,-4.954140357764,0,-1.15772082426898,6.81323525406358,-5.20034889229966,-0.597848472598573,-6.75759783397087,-3.42708050414648,-1.51,-0.1,0.09,0.019
"2007-07-30",1.12421619536991,4.2411950412747,1.386916839204,2.9406296289295,3.94218919205187,0,-1.64772383509426,-1.0474611672649,0.595524695839961,6.73596098979195,6.38122020088445,5.23358872615433,0.93,-0.26,-0.08,0.019
"2007-07-31",-0.201809603800787,-1.21649554611782,0.0766460123147038,-5.29439958522802,-2.83840272824469,0.0920714707229076,3.7073111460812,4.51408147826086,-2.9210803395959,-1.36583539687843,-1.68009717647537,-1.0771157778136,-1.19,0.36,-0.11,0.019
"2007-08-01",-0.255992755303547,-1.92100317325433,0.536247871466072,1.96175690846357,1.22772733469093,0.0877852187765089,-2.88438428147916,-3.31522464794173,-1.70297834455132,-2.2300597621564,-3.48659176512249,1.38453528444068,0.51,-0.51,-0.31,0.018
"2007-08-02",0.626809541547765,-1.23185358162595,-0.152893250417123,2.31487319319034,2.01355579044077,0.0923437175729437,2.33424965837441,-0.261762498707832,6.95938777047472,3.19735874857052,1.73263712447505,0.946797767566012,0.55,0.17,-0.29,0.018
"2007-08-03",1.5998315314062,-3.53691997224796,3.05965638275394,-4.79609862402485,-6.48785113012403,0.0691692419225012,-1.15641309556316,-5.50295548306384,-1.66856430677838,-11.6119290134644,-8.11770193524277,-3.42978979164987,-2.66,-0.66,-0.8,0.018
